good_id,title,rating,price
339373132," Ноутбук ASUS TUF Gaming F15 FX506HM-HN017 (90NR0753-M01170) Eclipse Gray / 15.6"" IPS / Intel Core i5-11400H / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3060 ",Рейтинг товара 3.6 из 5,48999
347052162, Ноутбук ASUS Laptop X515EA-BQ1189 (90NB0TY1-M23270) Slate Grey / Intel Core i3-1115G4 / RAM 8 ГБ / SSD 256 ГБ ,Рейтинг товара 3.6 из 5,19999
353548038, Ноутбук Acer Aspire 3 A315-58G-57N6 (NX.ADUEU.01P) Pure Silver ,Рейтинг товара 3.6 из 5,28999
349968489, Ноутбук Lenovo IdeaPad 1 15ADA7 (82R1007TRA) Cloud Grey ,Рейтинг товара 3.6 из 5,16999
335740168, Ноутбук Prestigio SmartBook 141 С7 (PSB141C07CHH_MG_CIS) Silver ,Рейтинг товара 3.6 из 5,9999
358120851, Ноутбук ASUS Vivobook Go 15 E510KA-EJ297 (90NB0UJ5-M00BN0) Star Black / Intel Celeron N4500 / RAM 8 ГБ / SSD 256 ГБ ,Рейтинг товара 3.6 из 5,15999
346597995, Ноутбук ASUS Laptop X515EA-BQ2066 (90NB0TY1-M00VF0) Slate Grey / Intel Core i3-1115G4 / RAM 12 ГБ / SSD 512 ГБ ,Рейтинг товара 3.6 из 5,20999
359855616, Ноутбук ASUS Vivobook Pro 15 M6500IH-HN084 (90NB0YP2-M00470) Cool Silver / AMD Ryzen 5 4600H / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce GTX 1650 Max-Q ,Рейтинг товара 3.6 из 5,33499
354203979, Ноутбук Acer Nitro 5 AN515-57 (NH.QESEU.00Z) Shale Black ,Рейтинг товара 3.6 из 5,40999
349990281, Ноутбук Lenovo IdeaPad 1 15IAU7 (82QD004ARA) Cloud Grey ,Рейтинг товара 3.6 из 5,24999
351025389, Ноутбук ASUS ROG Strix G17 G713RW-LL183 (90NR08H4-M00BE0) Eclipse Gray / AMD Ryzen 9 6900HX / RAM 16 ГБ / SSD 1 ТБ / nVidia GeForce RTX 3070 Ti ,Рейтинг товара 3.6 из 5,85999
349993386, Ноутбук Lenovo IdeaPad 3 15ALC6 (82KU01YYRA) Arctic Grey ,Рейтинг товара 3.6 из 5,22499
356240535, Ноутбук Acer Nitro 5 AN515-57-54LP (NH.QEWEU.00U) Shale Black ,Рейтинг товара 3.6 из 5,47999
358228794, Ноутбук ASUS Vivobook 15 M1502IA-BQ091 (90NB0Y51-M003F0) Quiet Blue / AMD Ryzen 7 4800H / RAM 16 ГБ / SSD 512 ГБ ,,29999
346065079, Ноутбук Asus ROG Strix G15 G513IM-HN008 (90NR0522-M005M0) Eclipse Gray / AMD Ryzen 7 4800H / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3060 ,Рейтинг товара 3.6 из 5,49999
359410905, Ноутбук Acer Aspire 3 A315-23-R5G7 (NX.HVTEU.03B) Charcoal Black ,Рейтинг товара 3.6 из 5,15999
348284409, Ноутбук ASUS VivoBook 17 X712EA-BX820 (90NB0TW1-M00J20) Transparent Silver / Intel Pentium Gold 7505 / RAM 8 ГБ / SSD 256 ГБ ,Рейтинг товара 3.6 из 5,17499
359973771, Ноутбук Acer Aspire 5 A515-57G-57W3 (NX.K9TEU.006) Steel Gray ,Рейтинг товара 3.6 из 5,34999
332414782, Ноутбук Lenovo Yoga 7 14ACN6 (82N7009QRA) Slate Grey ,Рейтинг товара 3.6 из 5,47777
351936264, Ноутбук ASUS VivoBook 15 OLED K513EA-L11309 (90NB0SG1-M012R0) Indie Black / Intel Core i3-1115G4 / RAM 8 ГБ / SSD 512 ГБ ,Рейтинг товара 3.6 из 5,24999
282334828, Ноутбук Acer Aspire 3 A315-35-C654 (NX.A6LEU.01A) Pure Silver ,Рейтинг товара 3.6 из 5,12999
317178151, Ноутбук HP 245 G8 (3V5G0EA) Dark Ash Silver ,,27999
357664845, Ноутбук ASUS Laptop M515DA-BQ1255 (90NB0T41-M00C20) Slate Grey / AMD Ryzen 3 3250U / RAM 8 ГБ / SSD 256 ГБ ,Рейтинг товара 3.6 из 5,18999
353955960, Ноутбук Acer Aspire 3 A315-58G-3953 (NX.ADUEU.01M) Pure Silver ,Рейтинг товара 3.6 из 5,22999
362139006, Ноутбук HP Elite Dragonfly G2 (25W60AV_V8) ,,105199
345152242, Ноутбук HP Victus / AMD Ryzen™ 7 5800H / 32 GB RAM / SSD 512 GB / NVIDIA GeForce RTX 3060 / 165 Гц / для игр ,,70998
331807465, Ноутбук Microsoft Surface Laptop Studio (THR-00001) Platinum ,,42899
362082903, Ноутбук HP ProBook 6570b I7-3520M DDR3 8 Гб SSD 120 Гб PTB1022331 ,,10175
343133110," Ноутбук Lenovo IdeaPad 3-15 / i3-1005G1, 2 ядра / 8 GB RAM / SSD 256 GB / ",,23278
339456346, Ноутбук LENOVO Legion 5 15ACH6H Phantom Blue (82JU00YLRA) ,,71039
350948145, Ноутбук HP EliteBook x360 1040 G8 (2M5P8ES) ,,124734
338495791, Ноутбук Acer TravelMate P2 TMP215-41 (NX.VRYEU.002) ,,27084
342782938, Ноутбук Lenovo V14 14FHD AG/Intel i5-1135G7/8/512F/int/DOS/Black (82KA003YRA) ,,28447
347407287, Ноутбук Acer Aspire 3 A315-34 (NX.HE3EU.059) ,,18033
361539777, Ноутбук MSI Crosshair 15 B12UGZ (B12UGZ-1040XUA) ,,126289
362082714, Ноутбук Lenovo ThinkPad T410 i5-M520 DDR3 4 Гб SSD 120 Гб PTB1022396 ,,6919
342782767, Ноутбук Lenovo ThinkPad E15 15.6FHD IPS AG/Intel i3-1115G4/8/256F/int/W10P (20TD0001RA) ,,34644
342782593, Ноутбук Lenovo ThinkPad E14 14FHD IPS AG/Intel i3-1115G4/8/256F/int/W10P (20TA001URT) ,,35017
362082948, Ноутбук HP EliteBook Folio 9470m i5-3427U DDR3 8 Гб SSD 256 Гб PTB0822373 ,,9972
362511333, Ноутбук MSI GF66-11UD (GF6611UD-1050XUA) ,,60488
355484268, Ноутбук Hyundai HyBook (HTLB14INC4Z1ESG) Win10 Space Grey ,,10979
362594289, Ноутбук HP ProBook 6470b I5-3210 DDR3 4 Гб SSD 120 Гб PTB1222026 Б/В ,,8954
342782860, Ноутбук Lenovo ThinkBook 14 14FHD IPS AG/AMD R3 5300U/8/256F/int/W10P/Grey (21A2002FRA) ,,33375
342782800, Ноутбук Lenovo ThinkBook 14 14FHD IPS AG/Intel i5-1135G7/8/512F/int/DOS/Grey (20VD00CSRA) ,,37240
342782404, Ноутбук Lenovo ThinkBook 15 15.6FHD IPS AG/Intel i3-1115G4/8/256F/int/W10P/Grey (20VE00G2RA) ,,36399
339924691, Asus ROG Strix G G712LW (G712LW-ES74) ,,60693
362594301, Ноутбук HP ProBook 6470b I5-3320M DDR3 4 Гб SSD 120 Гб PTB1222021 ,,8954
362083137, Ноутбук Dell Latitude 5580 I5-6300U DDR4 4 Гб SSD 256 Гб PTB1022417 ,,17908
351738732," Ноутбук HP ProBook 455 G8 (1Y9H1AV_ITM2); 15.6"" FullHD (1920x1080) IPS LED матовий / AMD Ryzen 5 5600U (2.3 - 4.2 ГГц) / RAM 16 ГБ / SSD 512 ГБ / AMD Radeon Graphics / без ОП / LAN / Wi-Fi / BT / веб-камера 1.74 кг/сріблястий ",,40700
351447132, Ноутбук HP ProBook 455 G8 (1Y9H1AV_ITM2) FullHD Silver ,,37735
347498658, Ноутбук HP Elite Dragonfly G2 (3C8E1EA) ,,85483
359639142, Ноутбук Packard Bell EasyNote P5WS0 I5-2410M DDR3 4 Гб SSD 128 Гб PTB0822578 ,,8140
338753986, Ноутбук HP ProBook 635 Aero G8 (276K4AV_V5) Silver ,,52055
362083059, Ноутбук HP EliteBook Folio 9470m i5-3437U DDR3 8 Гб SSD 256 Гб PTB0822374 ,,9972
359639322, Ноутбук Lenovo ThinkPad L460 I5-6300U DDR4 8 Гб SSD 160 Гб PTB08221125 ,,9361
347497491, Ноутбук Lenovo V14 (82KA001JRA) ,,21537
359639223, Ноутбук Lenovo IdeaPad Y460p i7-2630QM DDR3 8 Гб HDD 250 Гб PTB0822002 ,,9158
359199684, Ноутбук Dell Vostro 5402 (N8002VN5402UA_UBU) ,,44689
350949525, Ноутбук HP ZBook Firefly 14 G8 (2C9Q2EA) ,,110824
347498667, Ноутбук HP 245 G8 (3Z6D1ES) ,,41685
347497704, Ноутбук HP Elite Dragonfly G2 (3C8D9EA) ,,81212
360757995, Ноутбук Dell Alienware X15 R1 (AWX15R1-7958WHT-PUS) ,,95973
346747851, Ноутбук Dream Machines RG3050-17 17.3FHD IPS 144Hz/Intel i7-12700H/16/1024F/NVD3050- (RG3050-17UA36) ,,66045
340991761, Ноутбук Lenovo V14 (82C400SERA) ,,31190
346826469, Ноутбук Lenovo V14 (82KA001SRA) ,,35661
340989241, Ноутбук Lenovo IdeaPad 5 14ITL05 (82FE0174RA) ,,29543
359484393, Ноутбук Dell G15 5521 SE (Inspiron-5521-4384) ,,103633
347103552, Ноутбук Gigabyte AORUS 15P / Intel Core i7-11800H / 16 GB RAM / SSD 1 Tb / NVIDIA GeForce RTX 3070 + Intel UHD Graphics / 240 Гц / для игр ,,81473
359638971, Ноутбук Lenovo ThinkPad T430u i5-3427U DDR3 4 Гб SSD 120 Гб PTB08221349 ,,9361
353965353," Ноутбук Lenovo Ideapad 1 14ADA05 14"" 4/64GB 3050e (82GW0054CF) Silver ",,13120
356018769, Ноутбук MSI Sword 15 (A11UD-001) ,,44665
338753968, Ноутбук HP ZBook Studio G8 (30N04AV_V1) Turbo Silver ,,148199
359155293, Ноутбук Dell Latitude 3510 (DL3510I38256WE) ,,22621
350949492, Ноутбук HP EliteBook x360 1040 G8 (3C6G2ES) ,,113814
338754004, Ноутбук HP ProBook 635 Aero G7 (201H8AV_V1) Silver ,,52155
362083260, Ноутбук HP EliteBook 8570P I5-3340M DDR3 4 Гб SSD 120 Гб PTB1022338 ,,9076
355497309," Ноутбук 14"" Jumper EZbook S5 Intel Celeron N4020 RAM 12GB SSD 256GB Windows 10 ",,13987
345152338," Ноутбук Gigabyte AERO 15 / OLED / Intel Core i7-11800H, 8 ядер / 16 GB RAM / SSD 1 TB / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / для игр ",,101943
356300736, Ноутбук Microsoft Surface Pro X 13 PLATINUM SQ2 16GB RAM 512GB SSD (E8R-00004) ,,37487
340908472, Ноутбук Lenovo IdeaPad 3 15IGL0 (81WQ0030RA) ,,16900
347498049, Ноутбук HP EliteBook x360 1040 G8 (3C6G2ES) ,,93495
359638881, Ноутбук Lenovo ThinkPad T530 I5-3320 DDR3 4 Гб HDD 500 Гб PTB08221481 Б/В ,,8506
345691651," Ноутбук 14.1"" SIGN Zoll Intel Celeron N4020 RAM 4GB eMMC 128GB Windows 10 ",Рейтинг товара 3.6 из 5,9777
347497617, Ноутбук HP Probook 430 G8 (2X7U2EA) ,,30317
346825740, Ноутбук Lenovo Yoga Slim 7 14ITL05 (82A300KSRA) ,,38277
343133044," Ноутбук Lenovo IdeaPad Gaming 3-15 / AMD Ryzen™ 5 5600H, 6 ядер/ 8 GB RAM / SSD 512 GB / GTX1650 / 120 Гц ",,37245
343418737," Ноутбук Acer Extensa 15 EX215-32 15.6"" FullHD / CPU Intel Celeron N5100 (4ядра, 4потока, частота до 2.8GHz) / RAM 8GB / SSD 256GB / Video int / Windows10Pro / Shale Black ",,21640
353754642, Ноутбук DREAM MACHINES RT3070-15 Black (RT3070-15UA41) ,,91106
350734155," Ноутбук 11.6"" Acer TravelMate Spin B3 Intel Pentium N5030 RAM 4GB SSD 128GB Windows 11 (TMB311RN-31-P5KK) ",,15999
345152092," Ноутбук ThinkBook 15 / Intel Core i5-1135G7, 4 ядра / 16 GB RAM / SSD 256 GB / для бизнеса ",,48776
343740985, Ноутбук Lenovo IdeaPad Gaming 3-15 / Intel Core i5-11300H / 16 GB RAM / SSD 512 GB / Nvidia GTX1650 / 120 Гц / ноутбук для игр ,,36663
350948559, Ноутбук Acer Aspire 3 A315-34 (NX.HE3EU.058) ,,17198
347498181, Ноутбук Lenovo V15 IML (82NB0021RA) ,,25605
361265709, Ноутбук Lenovo IdeaPad 5 14ITL05 (82FE017CRA) ,,38099
362082945, Ноутбук HP EliteBook 8570P I7-3740QM DDR3 8 Гб SSD 120 Гб PTB1022342 ,,9768
362082855, Ноутбук Lenovo ThinkPad X220 I5-2520 DDR3 4 Гб SSD 128 Гб PTB0822080 Б/В ,,6756
355484265, Ноутбук Hyundai HyBook (HTLB14INC4Z1EBK) Win10 Black ,,10979
354318756, Ноутбук DELL GAMING G15 5511 (G15-5500BLK-PUS) ,,41082
345152341," Ноутбук HP Pavilion Gaming / Intel Core i5-11300H, 4 ядра / 32 GB RAM / SSD 512 GB / NVIDIA GeForce GTX 1650, 4 ГБ GDDR6 / для игр ",,45392
350949027, Ноутбук HP ProBook 445 G8 (2U742AV_ITM1) ,,57264
347498712, Ноутбук HP ProBook 445 G8 (2U742AV_V3) ,,53561
344118145," Ноутбук HP 250 G8 / Intel Core i3-1115G4, 2 ядра / 8 GB RAM / SSD 256 GB / для учебы ",,29098
339147919, ноутбук 15.6F/i3-1115/8/256/Intel UHD/DOS/Asteroid Silver HP HP 250 G8 (2W8Z5EA) ,,27749
351537966," Ноутбук 14"" Jumper Laptop X5 Intel Core i3-6157U RAM 16GB SSD 256GB Windows 10 ",,18999
351268506, Ноутбук HP ProBook 455 G8 (1Y9H1AV_ITM2) FullHD Silver ,,34999
338252251, Ноутбук Acer Aspire 3 A317-33 (NX.A6TEU.00G) ,,29322
338909218, Ноутбук Lenovo Yoga Slim 7 14ITL05 (82A300KSRA) ,,36790
356300448," Ноутбук Microsoft Surface Laptop 4 15"" AMD Ryzen 7/8GB/512GB Platinum (5W6-00010) (5W6-00001) ",,53916
338437534, Ноутбук Acer TravelMate P2 TMP215-53 (NX.VPVEU.00M) ,,46856
353965356," Ноутбук Packard Bell Cloudbook 11.6"" HD 4/64GB N3250 (N11260BK) Black ",,9458
362083365, Ноутбук HP EliteBook 8570P I7-3740QM DDR3 8 Гб SSD 120 Гб PTB1022337 ,,8751
362083101, Ноутбук HP EliteBook 8570P I5-3340M DDR3 8 Гб SSD 256 Гб PTB0822993 ,,8791
343686757, Ноутбук HP Omen X 2S (6WQ73EA) ,,93072
358966140, Ноутбук Dell Vostro 3510 (N8010VN3510UA01_UBU) ,,45403
338909269, Ноутбук Lenovo Yoga Slim 7 14ITL05 (82A300KNRA) ,,34409
347119695, Ноутбук Dream Machines RT3070-15 (RT3070-15UA31) ,,105119
345152254, Ноутбук Toshiba Dynabook SATELLITE PRO C50 / i5-1035G1 / 16 GB RAM / SSD 512 GB / для работы ,,38409
362082759, Ноутбук HP ProBook 6470b I5-3320M DDR3 4 Гб SSD 120 Гб PTB1022360 Б/В ,,8954
338381125, Ноутбук Asus ZenBook 14 UM433DA (UM433DA-A5003R) ,,38539
345152353," Ноутбук Gigabyte A7 / AMD Ryzen™ 7 5800H, 8 ядер / 32 GB RAM / SSD 1 TB / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / 144 Гц / для игр ",,63433
346884564, Ноутбук Acer Aspire 3 A315-34 (NX.HE3EU.059) ,,16883
361265115, Ноутбук Microsoft Surface Laptop 3 (VGY-00024) ,,60099
359154330," Dell Vostro 3525/AMD Ryzen 7 5825U/16GB/512GB SSD/15.6"" FHD/AMD Radeon/C (N1055VNB3525UA01_UBU) ",,40792
360794355, Ноутбук Dell Latitude 5530 (N205L5530MLK15UA_UBU) ,,58431
360794049, Ноутбук Dell Latitude 5530 (N205L5530MLK15UA_W11P) ,,68298
360629511, Ноутбук Dell Vostro 3510 (N8010VN3510UA01_UBU) ,,40175
362083491, Ноутбук Dell Latitude 5570 I5-6300U DDR4 8 Гб SSD 120 Гб PTB0822699 ,,19455
359199927, Ноутбук Dell Latitude 3420 (N013L342014GE_UBU) ,,32999
356629335," Ноутбук 2в1 10.1"" Lenovo IdeaPad Duet Chromebook Mediatek P60T RAM 4GB eMMC 128GB Chrome OS (‎ZA6F0029IT) ",,13777
343687213, Ноутбук Lenovo ThinkPad L580 (20LXS1FG00) ,,38298
355168143," Ноутбук 10.1"" Lenovo IdeaPad Duet Chromebook Mediatek P60T RAM 4GB eMMC 64GB Chrome OS (‎ZA6F0029IT) ",,12888
345769375, Ноутбук LG GRAM 2021 16Z90P / Intel Core i7-1165G7 / 16 GB RAM / SSD 512 GB/ для дизайна ,,66342
362389560, Ноутбук Lenovo ThinkPad T431s I7-3687U DDR3 8 Гб SSD 240 Гб PTB1022509 ,,10582
356300973," Ноутбук Acer Spin 1 14,0"" N4500/4GB/128/Win11S+Microsoft365 (NX.ABFEP.001) ",,16464
338655970," ноутбук 15,6FMI/i5-11400H/8/512/RTX 3060 6GB/DOS/BL/Eclipse Gray ASUS FX506HM-HN0 (90NR0753-M01170) ",,54628
360756831, Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 (82K1015CUS) ,,31255
345819130, Ноутбук Acer Nitro 5 / i5-11400H / 16 GB RAM / SSD 512 GB / NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics / 144 Гц / для игр ,,51200
345152188, Ноутбук Lenovo IdeaPad 3-15 / Intel Core i3-1115G4 / 12 GB RAM / SSD 512 GB / для учебы ,,24442
356943753," Ноутбук 13"" HP Elite Dragonfly G2 Galaxy Blue 3C8E6EA (Intel Iris Xe Graphics, Intel Core i5-1135G7, 16Gb, 60 Гц) ",,85112
359270259, Ноутбук Lenovo ThinkPad P15 (20YRS1T900) ,,134071
362375991," Ноутбук 17"" Dell XPS 17 (9720) 17UHD+ Touch/Intel i7-12700H/32/1024F/NVD3060-6/W11P/Silver N980XPS9720UA_WP (NVidia GeForce RTX 3060, Intel Core i7-12700H, 32 ГбGb, 60 Гц) ",,184811
353988330," Ноутбук Lenovo V15 15,6"" i5-1135G7/8GB/256GB (82KB003LIX) ",,24750
350949726, Ноутбук Lenovo ThinkPad L15 G2 (20X4S0R308) ,,46049
354532164," Ноутбук Kruger&Matz EXPLORE 14.1"" N4000/4GB/64GB/Win10P (KM1406-B) ",,10230
344449468, Ноутбук Lenovo ThinkPad T480 14' Intel Core i5 (8 Гб 240 Гб) стан A- ,,14199
353322699, Ноутбук Microsoft Surface Laptop 4 (5BT-00035) Platinum ,,38315
362083107, Ноутбук HP EliteBook 8460P i5-2540M DDR3 4 Гб SSD 256 Гб PTB0822823 ,,8913
359003475, Ноутбук Dell Vostro 3510 (N8010VN3510UA01_UBU) ,,50929
358966011, Ноутбук Dell Latitude 5530 (N205L5530MLK15UA_W11P) ,,81964
362389536, Ноутбук HP ProBook 6470b I5-3320M DDR3 4 Гб SSD 120 Гб PTB1222013 ,,8954
362389605, Ноутбук HP ProBook 6470b I5-3320M DDR3 4 Гб SSD 120 Гб PTB1222001 ,,8954
359638887, Ноутбук Lenovo ThinkPad T430 I5-3230 DDR3 4 Гб SSD 128 Гб PTB08221276 Б/В ,,8140
356012691," Ноутбук 15.6"" HP ProBook 450 G7 9VZ29EA (Intel UHD Graphics, Intel Core i3-10110U, 8 ГбGb, 60 Гц), U1 ",,28554
343133107," Ноутбук HP 255 G8 / Athlon Silver 3050U, 2 ядра / 8 GB RAM / SSD 128 GB / ",Рейтинг товара 3.6 из 5,18040
339997129, Ноутбук Acer Swift 3 SF314-43-R2YY (NX.AB1AA.001) [66642] ,,28966
342479272, Ноутбук Lenovo IdeaPad Gaming 3 \ Intel® Core™ i5-11300H 4 ядра \ 8GB RAM \ SSD 512GB \ Nvidia GTX1650 \ 120Hz \ Для игр ,,42867
353965311," Ноутбук HP Laptop 14"" FHD 8/256GB i5-1135G7 (14-dq2088wm) Aspen Green ",,31812
356947689," Ноутбук 1"" Hyundai HyBook Space Gray HTLB1INCZ1ESG (Intel HD Graphics 500, Intel Celeron N3350, 4Gb, 60 Гц) ",,12221
346152766, Ноутбук TERRA MOBILE 1516 (i3-10110U/8Gb/256GB/Win10 Pro) ,,30000
356943690," Ноутбук 1"" Hyundai HyBook Black HTLB1INCZ1EBK (Intel HD Graphics 500, Intel Celeron N3350, 4Gb, 60 Гц) ",,12221
350741655," Ноутбук Gigabyte A5 / AMD Ryzen™ 5 5600H / 16 GB RAM / SSD 512 GB / NVIDIA GeForce RTX 3060 + графика AMD Radeon™ / 144Hz матовый, LED, IPS / для игр ",,53539
343509433, ASUS Ноутбук Zenbook 14 UX435EG-KK512R 14FHD IPS/Intel i7-1165G7/16/1024F/NVD450-2/W10P/Grey ,,68399
358700631," Ноутбук 13.3"" HP Envy 13-ab010nl Intel Core i7-7500U RAM 8GB SSD 256GB Windows 10 (Envy 13-ab010nl) ",,27167
356786937, Ноутбук Lenovo Legion 5 15IMH05 (82AU00JMRA) ,,45999
358966017, Ноутбук Dream Machines G1650-17 (G1650-17UA70) ,,53364
356941245," Ноутбук 15.6"" HP 15' Zbook 15G3 M9R63AV (NVidia Quadro M2000, Intel Core i7-6820HQ, 64 ГбGb, 60 Гц) ",,67291
359484483, Ноутбук GIGABYTE G5 GE Black (G5_GE-51RU213SD) (G5 GE-51RU213SD) ,,49699
348768306, Ноутбук Yepo 737N16 Pro (RAM-16GB/SSD-512GB/YP-102580) FullHD Win11Pro Grey ,,21523
346879650, Ноутбук ASUS Laptop X515JA-BQ2217 ,,25554
355207407," Ноутбук ASUS VivoBook Go 14"" N4020/4 ГБ/128 ГБ/Win11S (E410MA-EK1292WS) ",,15010
